id	ER-NOD-ERR1084805	ER-NOD-ERR1084806	ER-ATH-ERR1084764	ER-ATH-ERR1084765	TN-NOD-ERR1084798	TN-NOD-ERR1084799	TN-ATH-ERR1084768	TN-ATH-ERR1084766
ENSG00000147679	0	0	0	0	0	0	0	0
ENSG00000147697	0	0	0	0	0.794013	0	0	0
ENSG00000147789	0	0	0	3.29987	0	0	0	0
ENSG00000147955	0	0	0	0	0	0	0	0
ENSG00000148153	0	0	0	0	0	0	0	0
ENSG00000148219	1.91846	2.6267	2.82708	0	1.50129	1.76173	1.75853	1.14691
ENSG00000148225	0	0	1.58835	0	0	0	0	0
ENSG00000148600	1.35758	0	0	0	0.744377	1.35758	2.00015	6.63404
ENSG00000148634	0	0.711732	0	0	0	0	0	0
ENSG00000148704	0	0.605021	0	0	2.1405	2.79279	3.98565	4.27898
ENSG00000148773	0	0	0	0	0	0	0	2.77781
ENSG00000149054	0	0	0	0	0.813975	0	0	0
ENSG00000149090	3.39619	2.33416	2.0682	0	2.78169	2.0545	2.98661	0
ENSG00000149091	8.31073	8.37864	9.01538	9.08405	8.03411	8.93662	8.95219	6.37736
ENSG00000149182	0	0	0	0	0	0	0	0
ENSG00000149483	1.58835	0	0	0	0	0	0.842667	0
ENSG00000149554	0	1.19232	0	0	0	0	0	0
ENSG00000149633	0	0	0	0	2.97383	0.936763	3.48983	0
ENSG00000149646	0	0	0	0	0	0	0	0
ENSG00000149679	0	0	1.77182	0	0	0	0	0
ENSG00000149761	0	0	0	0	0	0	0	0
ENSG00000149948	0	0	0	0	0	0	0	0
ENSG00000150051	1.88244	6.19636	0	0	0	0	0	3.73466
ENSG00000150394	0	0	0	0	0	0	2.2663	0
ENSG00000150401	0.831231	0	0	0	0	0	0	0
ENSG00000150477	4.14933	4.75665	4.8126	4.64505	3.91099	4.06432	2.89541	2.60392
ENSG00000150527	1.71002	1.88783	0	0	1.08414	0	1.54963	0
ENSG00000150627	0	0	0	0	0	0	0	0
ENSG00000150687	0	0	1.53259	0	0	0	0	0.213028
ENSG00000150776	0	0	0	0	0	0	0	0
ENSG00000150991	0	0	0	2.33076	0	0	0	0
ENSG00000151092	0	0	0	0	0	0	0	0
ENSG00000151304	0	0	0	0	0	0	0	0
ENSG00000151327	2.28117	0.710736	0	0	0	1.86267	0	0.446822
ENSG00000151338	0	2.45995	1.76744	1.13371	1.85809	2.0959	2.84559	1.44822
ENSG00000151388	2.7899	0.914201	2.53898	2.92558	4.28801	0.0802844	3.5207	5.54876
ENSG00000151413	0	0	0	0	0	0	0	2.13631
ENSG00000151422	0	1.40469	0	0	0	0	0	0
ENSG00000151576	0	0	1.92344	0	0	1.06549	0	0
ENSG00000151657	0	2.24337	0	0	0	0.137544	0	0
ENSG00000151773	0	0	0	0	0	1.44027	0	0
ENSG00000151789	0	1.96345	0	1.41821	4.53419	2.45995	5.39517	2.91287
ENSG00000151846	0	0.762319	0	0	0.925922	0	0	0.933818
ENSG00000151882	0	0	0	0	0	0.816965	0	0
ENSG00000152049	0	0	0	0	0	0	0.661171	0
ENSG00000152056	0	0	0	0	0	0	0	0
ENSG00000152147	0	0	0	0	0	0.698066	0	0
ENSG00000152229	0.775509	0	0	0	0	0	1.09988	0
ENSG00000152253	0	0	0	0	0	0	0	0
ENSG00000152465	0	0	0	2.38931	0	0	0	0
ENSG00000152556	0	3.83223	3.25118	0	0	0	0	2.0682
ENSG00000152689	0	0	0	0	0	0.654239	2.27056	0
ENSG00000152700	0	0	0	0	0.324	0.107025	0.597716	0
ENSG00000152767	0	0.659047	0	0	0	0	0	0
ENSG00000152904	0.801592	0	1.42357	0	0	0.485016	0	0
ENSG00000152990	0	1.78209	0	0	0	0	0	0
ENSG00000153029	0	0	0	0	0	0	0.859467	0
ENSG00000153048	0	0	0	0	0.683104	0	0	0
ENSG00000153237	0	0	0	0	0.796478	0	0	0
ENSG00000153310	0	0	0	0	0	0	0	0
ENSG00000153391	0	0	0	0	0	0	0	0
ENSG00000153666	0	0.816965	1.55853	1.24443	0.166191	0	0.703789	1.60947
ENSG00000153767	0	0	0	0	0	0	0	0
ENSG00000153832	0	0	0	0	0.982406	0	0	0
ENSG00000153944	0	0	0	0	0	0	0	0
ENSG00000153982	0	0	0	0	0	0	0	0
ENSG00000154079	0	0	2.57383	0	0	0	0	0
ENSG00000154240	0	0	0	0	0	2.54509	0	0
ENSG00000154269	1.76744	3.56088	3.46583	3.66911	1.13824	1.79341	4.01367	4.49805
ENSG00000154451	0	0	0	1.50129	0.275319	0	0	0
ENSG00000154582	0	0	0	0	0	0	0	0
ENSG00000154783	0	0	0	0	0	0	1.25117	0
ENSG00000154839	0	0	0	0	0	0	0	0.943726
ENSG00000154889	0	0	0	0	0	0	0	0
ENSG00000155034	0	0.690892	0	0	0.314889	0	0.916978	0
ENSG00000155085	0	1.77837	0	0	0	0.661171	0.836145	0
ENSG00000155380	0	0	0	0	0	0	0	0.552318
ENSG00000155849	0	0	0	0	0	0	0.673123	0
ENSG00000155957	0	0	0	0	0	0	0	0
ENSG00000156009	0	0	0	0	0	0	0	0
ENSG00000156150	0	0	0	0	0	2.65914	5.80601	5.93846
ENSG00000156218	0.877387	2.66748	2.04004	0	0.859467	1.74291	1.59218	0
ENSG00000156265	0	2.46468	0	0	0	0	0	0
ENSG00000156413	0	0	0	0	0	0	0	0
ENSG00000156467	0	0	0	0	0	0	0	0
ENSG00000156482	0	0	0	3.31963	0	0	3.02699	4.69472
ENSG00000156500	0	2.41001	0	0	1.54963	1.6855	1.40972	0
ENSG00000156502	0	0	0	0	0	0	0	0
ENSG00000156508	12.0471	11.1459	12.1216	12.0039	12.4719	11.2197	12.1571	11.5584
ENSG00000156509	0.772884	0	0	0	0.47108	0.518727	0	0
ENSG00000156531	0	0	0	0	0	0	0	0
ENSG00000156675	0	0	0	1.17985	0	0	0	0.19279
ENSG00000156795	0	0	0	0	0	0	0	0
ENSG00000156968	0	0	0	0	0	0	0	0
ENSG00000157087	0	0	0	0	0	0	0	0.798963
ENSG00000157150	3.18633	6.17886	3.42465	4.00907	2.97869	1.73624	2.20837	4.52147
ENSG00000157152	0	1.9796	0	0	4.41298	6.58705	5.35408	4.04129
ENSG00000157214	0	0	0	0	0	0	0	0
ENSG00000157330	0.668889	0	0	0	0	0	0	0
ENSG00000157551	0	0.786254	1.40469	1.07905	0.355928	0.0838052	2.0796	0.171474
ENSG00000158286	0	0	0	0	0	0	0	0
ENSG00000158411	0	0	0	0	0	0	0	0
ENSG00000158636	0	0	0	0	0	0	0	0.343588
ENSG00000158691	0	0.994546	0	0	0	0	0	0
ENSG00000158711	0	0	0	1.08414	0	0	0	0
ENSG00000158769	0	0	0	0	0	0	0	0
ENSG00000159140	0	0	0	0	0	0	0	0
ENSG00000159173	0	1.11772	0	0	0	0	0	0
ENSG00000159202	0	0	0	0	0	0	0	0
ENSG00000159210	0	0	0	0	0	0	0	0
ENSG00000159251	0	0	0	0	0	0	0	0
ENSG00000159259	0	0	1.64869	1.86267	0	0	0	0
ENSG00000159433	0	0	0	0	0	0	0.748262	0
ENSG00000159640	0	0	0	0	0	0	0	0
ENSG00000159720	0.933818	0	0	0	0	0.788196	0	0
ENSG00000159873	0	0	1.73624	0	0	0	0	0
ENSG00000159921	0	0	0	0	0.163233	0	0.351295	0
ENSG00000160049	0	0	1.90876	0	0	0	0.331081	0
ENSG00000160062	0	0	1.81229	0	0	0.102086	0	0
ENSG00000160209	0	0	1.42926	0	0	0	0.309436	0
ENSG00000160214	0	1.57943	0	0	0	0	0	0
ENSG00000160223	0	0	0	0	0	0.102086	0.311398	0
ENSG00000160229	0	0	0	0	0	0	1.77837	0
ENSG00000160305	0	0	0	0	0	0	0.644542	0
ENSG00000160321	0	0	3.51005	0	2.02497	0	0	0
ENSG00000160326	0	0	0	0	0	0	0	0
ENSG00000160352	0	0	0	0	0	0	0	0.808013
ENSG00000160392	3.09557	2.74642	4.18455	4.34272	1.24443	0.957042	1.87094	0
ENSG00000160439	1.26162	0	0	0	0.524157	0	1.13824	0
ENSG00000160471	1.19232	0	0	0	0	0	0	1.58312
ENSG00000160613	0	0	0	0	0	0.0728258	0.275319	1.45806
ENSG00000160752	0	0	0	0	0	0	0	0.644542
ENSG00000160877	2.85387	2.87914	3.09173	2.71203	2.07763	2.6267	2.22607	2.98661
ENSG00000160949	0	0	0	0	0.212361	0.085589	0.450442	0.288159
ENSG00000160991	0	0	0	0	0	0	0	0.689516
ENSG00000161010	0.976743	0.769332	2.43654	0	1.2006	0.204553	1.17985	0
ENSG00000161204	0	0	0	0	0	0	0	0.724241
ENSG00000161243	1.60572	2.33994	2.1405	0	0.629691	1.42926	0.827444	0
ENSG00000161249	0	0	0	0	0	0	0	0
ENSG00000161533	0	0	0	0	0	0	0	0
ENSG00000161558	0	0	0	0	0	0	0	0
ENSG00000161570	2.11627	2.20427	3.10603	0	3.67658	1.67013	1.35758	0
ENSG00000161681	0	0	0	0	0.200115	2.27724	0	2.57383
ENSG00000161714	0.545347	1.92763	0	0	0	0	0.341054	0
ENSG00000161798	2.69435	0	0	2.24826	7.96909	5.01946	7.46389	0
ENSG00000161888	1.53259	0	2.09258	2.35812	1.58312	1.05765	0	0
ENSG00000161920	0	0	0	0	0	0	0	0
ENSG00000161960	0	1.35758	0	0	0	0	0	0
ENSG00000161980	0	0	0	0	0	0	0	0
ENSG00000162144	0.639387	0	0	0	0.280793	0	0	0
ENSG00000162231	0	0	3.35682	0	0.933818	0	0	3.46583
ENSG00000162367	1.13371	0	0	0	2.5187	2.82708	2.41001	5.29406
ENSG00000162390	0	0	1.45806	0	0	0	0	0
ENSG00000162399	2.23433	2.82021	1.83782	0	0.698066	2.03052	0.593244	0
ENSG00000162408	0	0	0	0	0	0.326492	1.16097	0.47108
ENSG00000162419	0	0	0	0	0	0	0	0.507206
ENSG00000162438	0.664915	0	0	0	0	0	0	0
ENSG00000162458	0	2.15283	2.36738	2.21369	0	0	0.651781	0
ENSG00000162552	2.20427	0	2.60919	4.27898	2.18006	0.285581	0.53618	0
ENSG00000162594	0	0	0	0	0	0	0.880988	0
ENSG00000162654	0	0	0	0	0	0	0	0
ENSG00000162685	0	0	0	0	0	0	0	0
ENSG00000162728	2.29856	0.621429	2.128	0	1.48196	1.46277	2.01748	2.48589
ENSG00000162783	0	0	2.07763	0	0	0	0	0
ENSG00000162896	0	0	0	0	0	0	0	0
ENSG00000162928	0	0	0	0	0	0	0.780257	0
ENSG00000162959	0	0	0	0	0	0	0	0
ENSG00000162971	0	0	0	0	0	0	0	0
ENSG00000163017	0	0	0	0	0	2.72165	0	0.946146
ENSG00000163041	10.5574	10.2407	9.98192	10.3626	9.42897	9.50917	9.84135	8.55248
ENSG00000163081	0	0	0	0	1.16097	0	0	1.54963
ENSG00000163093	0.811253	0.823896	0	0	0.0909436	0	1.69896	0
ENSG00000163132	0	0	0	0	0	0	0	1.40972
ENSG00000163156	0	0	0	0	0	0.68707	0	0
ENSG00000163162	0	0	0	0	0	0	0	0
ENSG00000163257	0	0	0	1.76173	0	0	0	0
ENSG00000163319	0	1.60238	0	0	0	0	0	0
ENSG00000163322	0	0	0	0	0	0	0	0.890821
ENSG00000163328	0	0.703789	0	0	0	0	0	0
ENSG00000163362	0	0	0	0	0	0	0	0
ENSG00000163364	0	0.930493	0	0	0	0	0	0
ENSG00000163376	2.57383	1.61962	0	0	2.15283	2.59213	4.30568	4.32817
ENSG00000163428	0.53618	0.47297	0	1.11772	0	0	0	0.634032
ENSG00000163435	0	0	0	0	0	0	0	0
ENSG00000163468	0	0	0	2.45995	0	0	2.03318	0
ENSG00000163527	0	0	0	0	0.96777	0	0	0
ENSG00000163531	0	0	0	0	0	0	0	0
ENSG00000163535	0	0	0	0	0	0	0	0
ENSG00000163541	0	1.25117	0	0	0	0.769332	1.69302	0
ENSG00000163545	0	0	0	0	0	0	0	0
ENSG00000163564	0	0	0	0	0	0	0	0
ENSG00000163576	0	0	0	0	0	0	1.2648	0
ENSG00000163596	0	0	0	0	0.31852	0	0	0
ENSG00000163597	0	0	2.05009	0	0	0	0	0
ENSG00000163633	0	0	0	0	0.215796	0	0	1.69896
ENSG00000163644	0	0	0	0	0	0	0	0
ENSG00000163655	0.499162	0	0	0	0	0	0	0.169738
ENSG00000163661	3.12294	1.82459	0	2.02497	7.71517	5.06846	7.72054	8.15814
ENSG00000163683	0.914201	0	1.87502	1.16097	0	0	0.319156	0
ENSG00000163702	0	0	2.22317	0	0	0	0	0
ENSG00000163735	2.22984	0	0	1.77182	1.11073	0	0	8.07226
ENSG00000163749	0	0	0	0	0	0	0	0
ENSG00000163877	0	0	0	0	0	0	0	0
ENSG00000164066	0	0	0	0	0	0	0	0
ENSG00000164096	0	0.916978	2.08298	1.87094	0	1.64869	0	0.7275
ENSG00000164124	0	0	0	0	0	0	0	0
ENSG00000164197	1.76173	4.43274	3.13693	2.11197	5.32686	2.98661	4.54293	5.29792
ENSG00000164221	3.25515	3.42465	3.04299	3.07686	2.22984	2.67372	3.29987	3.49991
ENSG00000164237	0.907628	0	0	0	0.664915	0	0	0.731744
ENSG00000164265	0	0	0	0	0	0	0	0
ENSG00000164327	0	0	0	0	0.348318	0	0	0
ENSG00000164366	0	0	0	0	0	0	0	0
ENSG00000164398	0	0	0	0	0.647552	0	0	0
ENSG00000164403	0	0	0	1.55464	0	0	0	0
ENSG00000164465	0	0	0	0	0	0	0	0.380206
ENSG00000164466	0	0	0	0	0	0	0	0
ENSG00000164484	0	0	0	0	1.27478	0.314889	0	5.08747
ENSG00000164485	3.01106	2.64521	0	0	2.82708	2.99146	5.8567	0
ENSG00000164609	0	0	0	0	0	0	0	0
ENSG00000164615	0	1.72462	0	0	0	0	0	0
ENSG00000164638	0.55807	0.539739	0	0	0	0	0	0
ENSG00000164647	1.65509	5.28892	2.65102	3.00675	0	0	3.96883	5.03129
ENSG00000164687	5.81072	3.44827	0	0	5.58541	6.37693	6.02813	5.6676
ENSG00000164733	0.666922	0	0	0	0	0	0	0
ENSG00000164754	0	0	1.77837	0	0	0	0	0
ENSG00000164841	0	3.81995	2.72165	4.10712	3.00675	1.24807	4.39276	5.37754
ENSG00000164902	0	1.54963	0	1.45806	0.223334	0	0	0
ENSG00000164916	1.11772	1.18586	1.51278	1.55853	0.617084	0.100418	0	0.155094
ENSG00000164924	0	0	0	1.25117	0	0	0	0
ENSG00000164935	0	0	0	0	0	0	0	2.17808
ENSG00000164941	0	0	0	0	0	0	0	0
ENSG00000165055	0	0	0	0	0.146106	0	0.84896	0
ENSG00000165084	0.913534	0	2.10218	0	0	0	0	0
ENSG00000165092	0	4.35498	0	0	1.41821	4.23076	3.35682	8.12439
ENSG00000165102	0	0	0	0	0	0	0	0
ENSG00000165105	2.12209	3.10169	3.60656	3.83876	2.99146	1.92344	2.34518	0
ENSG00000165169	0	0	0	0	0	0	0	0
ENSG00000165233	0	0	0	0	0	0	0	0
ENSG00000165275	3.44019	3.73466	5.34439	5.2867	4.00907	3.33713	4.26846	2.50422
ENSG00000165495	0	0	0	0	1.17112	0.705202	0	4.87936
ENSG00000165525	0	0	2.33076	0	0	0	0	0
ENSG00000165626	0.531265	0	0	0	0	0	0	0
ENSG00000165629	0	0	0	0	0	0	0	0
ENSG00000165633	0	0	0	1.16334	0.107025	0	0.957042	0
ENSG00000165637	4.19314	3.28212	4.75665	4.09439	1.67013	3.42465	3.07686	6.50965
ENSG00000165688	0	0	0	0	0	0	0	0
ENSG00000165698	0.925922	0	0	0	0	0	0	0
ENSG00000165792	0	0.796478	0	0	0	0	0	0
ENSG00000165795	3.02699	2.30869	5.19262	4.89632	5.68694	4.1423	7.3517	5.35687
ENSG00000165805	2.86286	3.57972	2.35162	3.8949	3.02026	2.66748	3.32562	2.27724
ENSG00000165806	0	0	0	0	0	0	0	0.649551
ENSG00000165821	6.14051	6.54511	7.84972	7.82569	4.58921	5.57394	4.84133	4.62431
ENSG00000165943	0	0	0	0	0	0.570411	0	0
ENSG00000166008	0	0	0	0	0	0	0	2.33994
ENSG00000166012	0	0	0	0	0	0	0	1.98412
ENSG00000166130	0	0	0	0	0	0	0	0
ENSG00000166164	0	0	0	0	0	0	0	0
ENSG00000166275	0	0	0	0	0	0.58902	0	0
ENSG00000166295	0	0.7275	0	2.128	0	0	0.623586	0
ENSG00000166317	0	0	0	0	0	0.267169	0	0
ENSG00000166377	3.35682	2.10746	3.64419	3.46583	2.37964	3.24113	1.82459	2.93173
ENSG00000166441	0	0	0	0	0.190602	0	0	0
ENSG00000166444	0	0	0	0	0	0	0	2.25559
ENSG00000166471	0	0	0	1.53795	0.288159	0	0	0.331081
ENSG00000166526	0	0	0	0	0	0	0	0
ENSG00000166770	0	2.98178	0	0	0	2.31365	0	0
ENSG00000166803	0	0	0	0	0.777243	0	0	0
ENSG00000166822	0	0	0	0	0	0	0	0
ENSG00000166840	6.44797	5.53204	2.38608	2.956	6.11011	6.06506	5.11036	4.3627
ENSG00000166855	0	0	0	1.29126	0	0	0	0
ENSG00000166869	0	0	0	0	0	0	0	0
ENSG00000166888	0	0	0	0	0	0	0	0
ENSG00000166997	0	2.84559	0	0	0	0	0	0
ENSG00000167037	0	0	0	0	0	0	0	0.355928
ENSG00000167103	0	0	0	2.99897	0	0	0	0
ENSG00000167110	0	0	0	0	0	0	0	0.299179
ENSG00000167113	0	0	0	1.65832	0	0	0	0
ENSG00000167193	0	0	0	0	0	0	0	0
ENSG00000167232	0	0.680547	0	0	0	0	0.57577	0
ENSG00000167378	0	0.668889	0	0	0	0	0.646647	0.347157
ENSG00000167460	0	0	0	0	0	0	0	0
ENSG00000167522	4.7156	3.25118	5.24265	5.37435	5.50334	5.41592	5.81024	3.86985
ENSG00000167548	0	0	0	0	1.81229	0	0	0
ENSG00000167552	8.34185	0	6.82391	7.31409	8.66412	8.83878	5.30047	7.70506
ENSG00000167553	11.7512	11.3593	11.4747	11.5166	10.794	11.2947	10.288	10.597
ENSG00000167578	0	0	0	0	0	0	0	0
ENSG00000167580	0	0	0	0	2.99675	2.68843	2.99675	0
ENSG00000167608	0	0	0	0	0	0	0	0
ENSG00000167613	0	1.48196	0	2.27056	0.711732	1.23317	1.24807	0.659047
ENSG00000167625	0.644542	0	0	0	0	0	1.11772	0
ENSG00000167645	0	0	2.6393	0	0	0	0	0
ENSG00000167654	0	0	0	0	0	0	0	0
ENSG00000167680	2.53898	0	3.42	0	0	0	3.23099	0
ENSG00000167693	1.70365	0.827444	0	0	0.485016	0.890821	0.711732	0
ENSG00000167699	0.906152	0	2.08799	0	0	0	0	0.734958
ENSG00000167703	0	0	0	1.67858	0	0	0	0
ENSG00000167721	0	0	0	0	0	0	0	0
ENSG00000167723	0	0	0	0	0	0	0.697668	0
ENSG00000167740	0	1.9679	0	0	0	0	0	0
ENSG00000167759	2.36738	4.62431	0	0	4.1423	5.48716	5.25692	1.56132
ENSG00000167765	0	0	0	0	0	0	0	0
ENSG00000167775	0	0	0	0	0	0	0	0
ENSG00000168014	1.98854	1.6855	0	3.42465	0	0	0	0
ENSG00000168172	6.81045	5.35569	5.73815	6.06775	6.06704	6.35576	6.79508	6.40822
ENSG00000168175	0	0	0	0	0	0	0	0
ENSG00000168243	0	0	0	0	0	0	0	0
ENSG00000168255	0	0	0	1.81947	0	0	0	0
ENSG00000168256	0	0	0	0	0.339692	0	0.649551	0
ENSG00000168291	0	0	0	0	0	0	0	0
ENSG00000168356	0	0	0	0	0	0	0	0
ENSG00000168385	9.34603	8.53939	9.79895	9.94174	9.04463	9.04079	8.93399	8.99511
ENSG00000168522	8.01277	7.27119	8.09722	8.27858	7.59084	8.44737	8.78098	8.13608
ENSG00000168591	1.25733	0	0	0	0	0	0	0
ENSG00000168610	0	1.09393	0	0	0	0	0	0
ENSG00000168612	0	0	0	0	0	0	0	0
ENSG00000168671	5.13674	3.75543	0	2.67372	2.63149	0.988285	0	5.36527
ENSG00000168679	0	0.884226	0	0	0	0	0	0
ENSG00000168758	0	0	0	0	0	0.331081	0	0
ENSG00000168765	3.73466	4.00054	4.7729	4.52147	3.01106	1.34892	1.97112	5.94304
ENSG00000168802	7.39695	6.48774	7.90097	7.91209	7.51654	7.37491	7.37319	6.27004
ENSG00000168872	0	0	0	0	0.343588	0	0	0
ENSG00000168887	0	0	2.28117	0	0	0	1.60238	0
ENSG00000168904	0.548606	0	0	0	0	0	0	0
ENSG00000168917	0	0	0	1.71002	0	0.446822	0.683104	0
ENSG00000168924	0	0	0	0	0	0	0	0
ENSG00000169136	0	0	0	0	0	0	0	0
ENSG00000169169	0	0	0	0	0	0	0	0
ENSG00000169180	7.66655	6.65696	8.29466	8.47237	6.91834	7.59634	7.95567	7.83343
ENSG00000169239	0	0.52676	1.49002	0	0	0.155094	0	0
ENSG00000169241	0	2.0715	2.74338	0	0	0	0	0
ENSG00000169247	0	0	0	0	0	0	0	0
ENSG00000169255	0	0	0	3.15022	0	0	0	0
ENSG00000169495	0	0	0	0	0	0	0	0
ENSG00000169554	0	0	0	0	0	0	0	0.647552
ENSG00000169598	0.804793	0	0	0	0.353889	0	0	0
ENSG00000169609	0	0	0	0	0	0	0	0
ENSG00000169682	1.88783	0	0	0	0.591993	0	0	0
ENSG00000169756	0.911752	0	0	1.42926	0	0	0.47108	0
ENSG00000169758	0	1.22602	0	0	0	0	0	0
ENSG00000169895	0	0	0	0	0	0	0	0
ENSG00000170088	0	0.524157	1.47294	0	0	0	0	0
ENSG00000170144	8.88573	8.1364	9.30514	9.51849	8.73769	8.78671	8.56572	9.3943
ENSG00000170160	0	0	0	0	0	0	0	0
ENSG00000170175	1.63136	0	0	0	0.960728	1.18586	0	0
ENSG00000170310	0	0	0	3.47259	0	0	0	0
ENSG00000170315	0	0	0	0	0	0	0	0
ENSG00000170340	0.887698	0	1.98412	1.82834	0.542811	0.583817	0.759054	2.55284
ENSG00000170348	0.636803	0	0	1.47771	0	0	0	0
ENSG00000170364	0	0	0	0	0	0	0	0
ENSG00000170379	0	0	0	0	0	0	0	0.20231
ENSG00000170417	3.54011	4.19314	0	3.73466	3.4971	3.49991	3.77911	0
ENSG00000170439	4.93393	4.48513	0	0	5.21922	3.74273	2.74338	5.51797
ENSG00000170454	6.96127	0	0	0	0.880988	8.34523	1.80274	7.14496
ENSG00000170509	0	0	0	0	0	0	0	0
ENSG00000170542	0	0.639387	0	0	0	0	0	0
ENSG00000170581	0	0	0	0	0	0	0	0
ENSG00000170608	7.85598	5.54142	2.62064	1.98854	4.10712	1.82459	0	1.38407
ENSG00000170629	0	0	0	0	0	0	0	0
ENSG00000170631	0	0	0	0	0	0	0	0
ENSG00000170632	0	0.943726	0	0	0.913534	0	0	0
ENSG00000170791	0	0	2.58046	0	0	0.348318	0	0
ENSG00000170852	0	0	0	0	0	0	0	0
ENSG00000170919	3.42465	2.21895	2.93959	2.37964	2.65102	3.67886	5.99948	1.61962
ENSG00000170946	0	0	0	0	0.659047	0	0	1.80765
ENSG00000170962	0.673123	4.23076	2.76797	0	2.22607	0	4.69472	3.68288
ENSG00000170967	0	0.839368	0	0	0.516555	0	1.89783	0
ENSG00000171044	0	0	0	0	4.30165	0.850672	5.26103	2.84559
ENSG00000171109	2.6267	3.09173	2.92558	3.13031	2.36738	2.41389	2.31616	1.53259
ENSG00000171148	0	0.850672	0	0	0	0	0	0
ENSG00000171160	0	0	0	0	0	0	0	0
ENSG00000171169	0	0	0	0	0.649551	0	0	0
ENSG00000171208	0	0.646647	1.76173	0	0.0944624	0.0961709	0	0
ENSG00000171291	0.897448	0	0	0	0	0	0	0
ENSG00000171295	0	0	0	0	0	0	0	0
ENSG00000171311	0	0	0	0	0	0	0	0.769332
ENSG00000171320	0	0	0	0	0	0	0	0
ENSG00000171345	0	0	0	2.95168	0	0	0	0
ENSG00000171346	0	0	0	0	0	0.946146	0	0
ENSG00000171466	0	0	0	0	0	0	0	0
ENSG00000171467	0	0	0	0	0.914201	0	1.39264	0
ENSG00000171490	0	0	0	0	0	0	0.507206	0
ENSG00000171606	0	0	0	0	0.19279	0	0	0
ENSG00000171612	0	0	0	0	0	0	0.542811	0
ENSG00000171777	0	0	0	0	0	0	0	0
ENSG00000172006	0	0	0	0	0.0811494	0	0	0
ENSG00000172007	0	1.37782	0	0	0	0	0	0
ENSG00000172113	0	0	0	0	0	0.994546	2.66748	0
ENSG00000172115	0	0	1.70365	0	0	0	0	0
ENSG00000172197	2.00452	2.49458	0	1.90357	0	1.96345	0	0
ENSG00000172264	0	0	0	0	0	0	0	0
ENSG00000172273	0	0.696202	0	0	0	0	0	2.21895
ENSG00000172296	0	0	0	0	0	0	0	1.13371
ENSG00000172318	0.839368	0.699019	0	0	0.0838052	0	0.360233	0
ENSG00000172379	5.64827	0	8.05049	7.34463	5.90416	0	0	3.90237
ENSG00000172382	0	0	0	0	0	0	0	0
ENSG00000172421	6.52206	0	0	0	0.770698	0	0	0
ENSG00000172478	0	0	0	0	0	0	0	0
ENSG00000172543	2.30869	2.51248	0	2.77781	1.90876	4.04129	4.7729	3.80779
ENSG00000172578	0	0	0	0	0	0	0	0.614777
ENSG00000172602	0	0.973935	0	0	0	0	0	0
ENSG00000172613	3.05386	0	0	0	2.0715	0	1.29126	1.19232
ENSG00000172663	1.10674	0	0	0	0	0	0	0
ENSG00000172687	0	0	0	0	0	0	0	0
ENSG00000172689	0	0	0	0	0	0	0.794013	0
ENSG00000172780	5.41294	4.69472	5.25311	5.52006	4.13115	5.00676	5.99938	0.970427
ENSG00000172824	0	0	0	1.61201	0	0	0	0
ENSG00000172828	0.744377	0	1.89783	0	0.911752	0.80968	0	0.531265
ENSG00000172840	0.654239	0	0	1.51278	0	0	0	0
ENSG00000172900	0	0	0	0	0	0	0.850672	0
ENSG00000172954	0	1.83782	0	0	0	0	0	0
ENSG00000172974	0	0	0	0	0	0	0	0
ENSG00000173011	0	0	0	0	0	0	0	0
ENSG00000173041	0	0	0	0	0	0	0	1.82834
ENSG00000173065	0	0	0	0	0	0.248631	0	0
ENSG00000173163	3.60113	3.06118	0	0	2.55284	3.65412	2.11197	5.55505
ENSG00000173198	0.759054	1.79341	2.15283	1.6855	2.28838	1.71002	2.83549	0.204553
ENSG00000173200	0.930493	3.33084	2.48589	3.48983	3.18633	2.46468	3.66227	1.50129
ENSG00000173212	0	1.69896	0	0	0	0	0	0.117548
ENSG00000173214	0.554976	0	0	0	0.565562	0	0.360766	0
ENSG00000173227	0	0	0	0	0	0	0	0
ENSG00000173258	0	0	0	0	0	0.586644	0	0
ENSG00000173281	0	0.890821	0	0	0	0	0.347157	0
ENSG00000173442	0	0	0	0	0	0	0	0
ENSG00000173517	0.601075	0	2.0715	2.15283	0.0728258	0.177949	0	0
ENSG00000173559	0	0	0	0	0	0	0	0
ENSG00000173597	2.0682	1.97112	2.50422	1.21897	2.23433	0.689516	2.56084	1.47294
ENSG00000173614	0	0	0	0	0	0	0	0
ENSG00000173702	0	4.17767	1.95051	0	1.26674	0	2.17088	3.57014
ENSG00000173757	0	0	0	0	0	0	0.933818	0
ENSG00000173786	0	0	0	0	0	0	0	0
ENSG00000173805	0.769332	0.894849	0	0	0.14865	0	0	0.204553
ENSG00000173809	0	0	0	0	0	0	0	0.820255
ENSG00000173846	0	0	0	0	0	0	0	0
ENSG00000173889	0	0	0	0	0.557601	0.579029	0	0
ENSG00000174007	0	0	0	0	0	0	0	0
ENSG00000174013	0	0.649551	0	0	0.137544	0	0.334298	0
ENSG00000174353	0	0	0	0	0	0	0	0
ENSG00000174428	0	0	0	0	0	0	1.18306	0
ENSG00000174444	10.6415	9.90232	10.2542	9.90199	11.1658	9.65232	9.87549	9.96663
ENSG00000174456	0	0	0	0	0	0	1.38407	0
ENSG00000174606	0	0	0	0	0	0	0	0
